pub_ID,sp_name,polymer,size_um_mean,size_um_SD,size_nm_mean,size_nm_SD,particles_per_mg,shape,biodegradable.y.n,color,fluorescence,modified,mod_type,surface_charge,surfactant,abiotic_env,biotic_env,milled,weathered,density_gcm-3,excitation_nm,emission_nm,company,MP_comments,age_d,generation,food_source,food_present,temperature,DOC_added,DOC_type,other_added,other_type,exp_time_h,exp_time_d,conc_p_ml-1,conc_mg_l-1,endpoint,comment_endpoint,c_n_replicates,c_mean,c_SD,c_SE,c_ind_per_replicate,c_n_individuals,t_n_replicates,t_mean,t_SD,t_SE,t_ind_per_replicate,t_n_individuals,data_comment
Vicentini2019,Daphnia magna,PS,0.0945,3.90E-03,94.5000,3.90E+00,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,7.1,neonates/brood,we considered 5 broods and multiplied accordingly,10,25,2.01246118,NA,1,10,10,16.5,2.683281573,NA,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Vicentini2019,Daphnia magna,PS,0.0945,3.90E-03,94.5000,3.90E+00,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,14.3,neonates/brood,we considered 5 broods and multiplied accordingly,10,25,2.01246118,NA,1,10,10,5,1.118033989,NA,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Vicentini2019,Daphnia magna,PS,0.0945,3.90E-03,94.5000,3.90E+00,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,28.6,neonates/brood,we considered 5 broods and multiplied accordingly,10,25,2.01246118,NA,1,10,10,0,0,0,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Rist2017,Daphnia magna,PS,0.0950,2.20E-03,95.0000,2.20E+00,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,1.05,440,486,Phosphorex ,,0,0,Raphidocelis subcapitata ,yes,20,no,NA,no,NA,504,21,3.10E+07,0.1,neonates/adult,,10,38.27,26.88,8.5,1,10,10,42.04,13.19,4.17,1,10,from figure 4 with metaDigitise
Rist2017,Daphnia magna,PS,0.0950,2.20E-03,95.0000,2.20E+00,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,1.05,440,486,Phosphorex ,,0,0,Raphidocelis subcapitata ,yes,20,no,NA,no,NA,504,21,1.60E+08,0.5,neonates/adult,,10,38.27,26.88,8.5,1,10,10,62.58,24.81,7.84,1,10,from figure 4 with metaDigitise
Rist2017,Daphnia magna,PS,0.0950,2.20E-03,95.0000,2.20E+00,NA,spherical,no,NA,yes,no,NA,NA,no,no,no,no,no,1.05,440,486,Phosphorex ,,0,0,Raphidocelis subcapitata ,yes,20,no,NA,no,NA,504,21,3.10E+08,1,neonates/adult,,10,38.27,26.88,8.5,1,10,10,67.41,9.71,3.07,1,10,from figure 4 with metaDigitise
Vicentini2019,Daphnia magna,PS,0.0995,4.30E-03,99.5000,4.30E+00,NA,spherical,no,NA,yes,yes,carboxylated,negative,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,0.4,neonates/brood,we considered 5 broods and multiplied accordingly,10,28.5,2.01246118,NA,1,10,10,22,1.565247584,NA,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Vicentini2019,Daphnia magna,PS,0.0995,4.30E-03,99.5000,4.30E+00,NA,spherical,no,NA,yes,yes,carboxylated,negative,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,0.9,neonates/brood,we considered 5 broods and multiplied accordingly,10,28.5,2.01246118,NA,1,10,10,30.5,3.130495168,NA,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Vicentini2019,Daphnia magna,PS,0.0995,4.30E-03,99.5000,4.30E+00,NA,spherical,no,NA,yes,yes,carboxylated,negative,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,1.9,neonates/brood,we considered 5 broods and multiplied accordingly,10,28.5,2.01246118,NA,1,10,10,29.5,5.813776741,NA,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Vicentini2019,Daphnia magna,PS,0.0995,4.30E-03,99.5000,4.30E+00,NA,spherical,no,NA,yes,yes,carboxylated,negative,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,3.8,neonates/brood,we considered 5 broods and multiplied accordingly,10,28.5,2.01246118,NA,1,10,10,19,3.130495168,NA,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Vicentini2019,Daphnia magna,PS,0.0995,4.30E-03,99.5000,4.30E+00,NA,spherical,no,NA,yes,yes,carboxylated,negative,no,no,no,no,no,NA,NA,NA,NA,self-made with reagents from Sigma‐Aldrich,0,0,Desmodesmus subspicatus,yes,20,no,NA,no,NA,504,21,NA,7.7,neonates/brood,we considered 5 broods and multiplied accordingly,10,28.5,2.01246118,NA,1,10,10,0,0,0,1,10,from trable 3; standard deviation by approximation: sqrt(SD^2*5); mean mutiplied by 5
Mavrianos2023,Daphnia galeata x longispina,PS,0.1000,NA,100.0000,NA,NA,spherical,no,green,yes,no,NA,NA,no,no,yes,no,no,NA,NA,NA,"Partikeltechnologie GmbH, Germany ",,2,0,Acutodesmus obliquus ,yes,19,NA,NA,NA,NA,696,29,NA,5.00E+00,neonates/adult,control Low as treatment; control Zero as control,25,8.47,5.17,1.03,1,25,25,12.42,3.29,0.65,1,25,Data extracted from Fig. 2C; control Low as treatment; control Zero as control
Mavrianos2023,Daphnia galeata x longispina,PS,0.1000,NA,100.0000,NA,NA,spherical,no,green,yes,no,NA,NA,no,no,yes,no,no,NA,NA,NA,"Partikeltechnologie GmbH, Germany ",,2,0,Acutodesmus obliquus ,yes,19,NA,NA,NA,NA,696,29,NA,2.00E+01,neonates/adult,control High as treatment; control Zero as control,25,8.47,5.17,1.03,1,25,25,9.78,4.23,0.84,1,25,Data extracted from Fig. 2C; control High as treatment; control Zero as control
Coady2020,Daphnia magna,EAA,0.1030,NA,103.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,0.92,NA,NA,"Dow Chemical, USA",,0,0,Raphidocelis subcapitata + YTC,yes,20,no,NA,no,NA,504,21,2.30E+08,0.12,neonates/adult,,15,118.9,47.6,NA,1,15,15,125.1,16.2,NA,1,15,table 3
Coady2020,Daphnia magna,EAA,0.1030,NA,103.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,0.92,NA,NA,"Dow Chemical, USA",,0,0,Raphidocelis subcapitata + YTC,yes,20,no,NA,no,NA,504,21,2.30E+09,1.2,neonates/adult,,15,118.9,47.6,NA,1,15,15,125.5,20.5,NA,1,15,table 3
Ekvall2022,Daphnia magna,HDPE,0.1100,NA,110.0000,NA,NA,fragments,no,NA,no,no,NA,NA,no,no,no,yes,no,0.97,NA,NA,NA,from packaging material (Fill-Air Extreme from SealedAir Product care),0,0,Scenedesmus sp. ,yes,18,no,NA,no,NA,504,21,3.28E+09,,neonates/adult,,20,10.6,6.11,NA,1,20,20,10.2,7.24,NA,1,20,treatment PEVF from raw data until day 21
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,0,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E-01,neonates/adult,,20,79.90,9.20,NA,1,20,20,87.70,8.20,NA,1,20,Data extracted from table 1; control and 0.1 mg NPs/L treatment
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,1,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E-01,neonates/adult,,20,66.80,6.00,NA,1,20,20,63.60,4.20,NA,1,20,Data extracted from table 1; control and 0.1 mg NPs/L treatment
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,2,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E-01,neonates/adult,,20,72.30,8.40,NA,1,20,20,73.40,7.40,NA,1,20,Data extracted from table 1; control and 0.1 mg NPs/L treatment
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,3,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E-01,neonates/adult,,20,63.60,9.50,NA,1,20,20,69.00,9.30,NA,1,20,Data extracted from table 1; control and 0.1 mg NPs/L treatment
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,0,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E+00,neonates/adult,,20,79.90,9.20,NA,1,20,20,85.90,9.60,NA,1,20,Data extracted from table 1; control and 1 mg NPs/L treatment
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,1,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E+00,neonates/adult,,20,66.80,6.00,NA,1,20,20,67.20,5.90,NA,1,20,Data extracted from table 1; control and 1 mg NPs/L treatment
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,2,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E+00,neonates/adult,,20,72.30,8.40,NA,1,20,20,75.80,6.30,NA,1,20,Data extracted from table 1; control and 1 mg NPs/L treatment
Heinlaan2023,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Own synthesis,,0,3,Raphidocelis subcapitata ,yes,21,4.5 mg C/L,DOC,NA,NA,504,21,NA,1.00E+00,neonates/adult,,20,63.60,9.50,NA,1,20,20,72.00,5.70,NA,1,20,Data extracted from table 1; control and 1 mg NPs/L treatment
Monikh2022,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,CD-bioparticles,,0,0,NA,yes,20,no,NA,no,NA,504,21,3.00E+07,0.13,neonates/adult,,10,230,26.81,NA,1,10,10,214,19.74,NA,1,10,calculated from table 2; Total SD= √(SD1^2)+(SD2^2)+⋯+(SDn^2)
Monikh2022,Daphnia magna,PVC,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,CD-bioparticles,,0,0,NA,yes,20,no,NA,no,NA,504,21,3.00E+07,0.17,neonates/adult,,10,230,26.81,NA,1,10,10,287,21.7,NA,1,10,calculated from table 2; Total SD= √(SD1^2)+(SD2^2)+⋯+(SDn^2)
Pikuda2022,Daphnia magna,PS,0.2000,NA,200.0000,NA,NA,spherical,no,NA,no,yes,carboxylated,negative,no,no,no,no,no,NA,365,415,ThermoFisher,,0,0,Chlamydomonas reinhardtii and YCT,yes,20,NA,NA,NA,NA,504,21,8.50E+09,5.00E+01,neonates/adult,,10,33.20,10.30,NA,1,10,10,45.80,8.00,NA,1,10,Data extracted from table 1; control and 200 nm (50 mg/L) treatment
Huang2022,Daphnia magna,PS,0.5000,NA,500.0000,NA,NA,spherical,no,yellow-green,yes,yes,carboxylated,negative,no,no,no,no,no,1.05,470,505,Sigma-Aldrich,,NA,0,Chlorella sp.,yes,27.5,NA,NA,NA,NA,168,7,NA,1.00E-02,neonates/adult,,3,7.93,0.81,0.47,20,60,3,7.43,1.40,0.81,20,60,Data extracted from text (same as fig. 4); we considered the dispersion measurement as SE (same as table 1)
Huang2022,Daphnia magna,PS,0.5000,NA,500.0000,NA,NA,spherical,no,yellow-green,yes,yes,carboxylated,negative,no,no,no,no,no,1.05,470,505,Sigma-Aldrich,,NA,0,Chlorella sp.,yes,27.5,NA,NA,NA,NA,168,7,NA,2.00E-02,neonates/adult,,3,7.93,0.81,0.47,20,60,3,6.43,0.14,0.08,20,60,Data extracted from text (same as fig. 4); we considered the dispersion measurement as SE (same as table 1)
Huang2022,Daphnia magna,PS,0.5000,NA,500.0000,NA,NA,spherical,no,yellow-green,yes,yes,carboxylated,negative,no,no,no,no,no,1.05,470,505,Sigma-Aldrich,,NA,0,Chlorella sp.,yes,27.5,NA,NA,NA,NA,168,7,NA,5.00E-02,neonates/adult,,3,7.93,0.81,0.47,20,60,3,4.70,1.04,0.60,20,60,Data extracted from text (same as fig. 4); we considered the dispersion measurement as SE (same as table 1)
Huang2022,Daphnia magna,PS,0.5000,NA,500.0000,NA,NA,spherical,no,yellow-green,yes,yes,carboxylated,negative,no,no,no,no,no,1.05,470,505,Sigma-Aldrich,,NA,0,Chlorella sp.,yes,27.5,NA,NA,NA,NA,168,7,NA,1.00E-01,neonates/adult,,3,7.93,0.81,0.47,20,60,3,2.07,0.10,0.06,20,60,Data extracted from text (same as fig. 4); we considered the dispersion measurement as SE (same as table 1)
Zhu2022,Daphnia pulex,PS,0.5000,NA,500.0000,NA,NA,spherical,no,green,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"ChromTech Research Center (Tianjin, P. R. China) ",,0,0,Chlorella pyrenoidosa ,yes,25,NA,NA,NA,NA,504,21,NA,5.00E-01,neonates/adult,,4,150.78,33.50,16.75,5,20,4,129.84,23.03,11.51,5,20,Data extracted from Fig. 2 with metaDigitise
Zhu2022,Daphnia pulex,PS,0.5000,NA,500.0000,NA,NA,spherical,no,green,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"ChromTech Research Center (Tianjin, P. R. China) ",,0,0,Chlorella pyrenoidosa ,yes,25,NA,NA,NA,NA,504,21,NA,1.00E+00,neonates/adult,,4,150.78,33.50,16.75,5,20,4,143.45,14.65,7.32,5,20,Data extracted from Fig. 2 with metaDigitise
Zhu2022,Daphnia pulex,PS,0.5000,NA,500.0000,NA,NA,spherical,no,green,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"ChromTech Research Center (Tianjin, P. R. China) ",,0,0,Chlorella pyrenoidosa ,yes,25,NA,NA,NA,NA,504,21,NA,2.00E+00,neonates/adult,,4,150.78,33.50,16.75,5,20,4,140.31,25.13,12.56,5,20,Data extracted from Fig. 2 with metaDigitise
Zhu2022,Daphnia pulex,PS,0.5000,NA,500.0000,NA,NA,spherical,no,green,yes,no,NA,NA,no,no,no,no,no,NA,NA,NA,"ChromTech Research Center (Tianjin, P. R. China) ",,0,0,Chlorella pyrenoidosa ,yes,25,NA,NA,NA,NA,504,21,NA,4.00E+00,neonates/adult,,4,150.78,33.50,16.75,5,20,4,134.03,29.31,14.65,5,20,Data extracted from Fig. 2 with metaDigitise
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,336,14,1.46E+04,1,neonates/first two clutches,,5,22.4,3.13,NA,1,5,5,22.4,2.19,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,240,10,1.46E+04,1,neonates/first two clutches,,5,18.2,4.32,NA,1,5,5,23.4,1.51,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,360,15,1.46E+04,1,neonates/first two clutches,,5,20.8,3.11,NA,1,5,5,20,3.39,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,240,10,1.46E+04,1,neonates/first two clutches,,5,18.75,2.99,NA,1,5,5,17.6,0.89,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,336,14,1.46E+04,1,neonates/first two clutches,,5,18.4,2.3,NA,1,5,5,20.2,3.49,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,240,10,1.46E+04,1,neonates/first two clutches,,5,26.5,4.36,NA,1,5,5,22.8,2.05,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,360,15,1.46E+04,1,neonates/first two clutches,,5,17,2.71,NA,1,5,5,17.4,3.28,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,264,11,1.46E+04,1,neonates/first two clutches,,5,17,2.91,NA,1,5,5,17.2,1.78,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,336,14,1.46E+04,1,neonates/first two clutches,,5,14.2,2.17,NA,1,5,5,13.4,1.51,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,216,9,1.46E+04,1,neonates/first two clutches,,5,13,1.22,NA,1,5,5,13,2,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,336,14,1.46E+04,1,neonates/first two clutches,,5,28.6,3.57,NA,1,5,5,27.2,2.17,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,240,10,1.46E+04,1,neonates/first two clutches,,5,23.2,2.28,NA,1,5,5,27,3.74,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,384,16,1.46E+04,1,neonates/first two clutches,,5,30.6,1.51,NA,1,5,5,29,3.08,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,264,11,1.46E+04,1,neonates/first two clutches,,5,16.4,0.89,NA,1,5,5,20.25,2.22,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,18,no,NA,no,NA,360,15,1.46E+04,1,neonates/first two clutches,,5,18.6,5.17,NA,1,5,5,18.6,8.59,NA,1,5,from raw data (supplemental information)
Sadler2019,Daphnia magna,PS,0.5750,1.89E-02,575.0000,18.9,NA,spherical,no,red,yes,yes,carboxylated,negative,no,no,no,no,no,NA,505,550,"Sigma-Aldrich, Dorset, UK ",,0,0,Chlorella vulgaris,yes,24,no,NA,no,NA,264,11,1.46E+04,1,neonates/first two clutches,,5,16,6.06,NA,1,5,5,21.2,2.8,NA,1,5,from raw data (supplemental information)
Monikh2022,Daphnia magna,PS,0.6000,NA,600.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,CD-bioparticles,,0,0,NA,yes,20,no,NA,no,NA,504,21,3.00E+07,3.5,neonates/adult,,10,230,26.81,NA,1,10,10,271,15.84,NA,1,10,calculated from table 2; Total SD= √(SD1^2)+(SD2^2)+⋯+(SDn^2)
LiuQ2022,Daphnia pulex,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,yes,fish conditioned media,yes,kairomone,350,14,NA,2,neonates/adult,kairomone present,5,100.49,11.12,4.97,1,5,5,80.59,20.02,8.95,1,5,from figure 4c with metaDigitise; F+
LiuQ2022,Daphnia pulex,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,no,NA,no,NA,350,14,NA,2,neonates/adult,,5,88.85,18.41,8.23,1,5,5,69.29,20.71,9.26,1,5,from figure 4c with metaDigitise; F-
LiuQ2022,Daphnia pulex,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,yes,fish conditioned media,yes,kairomone,350,14,NA,4,neonates/adult,kairomone present,5,100.49,11.12,4.97,1,5,5,15.92,11.12,4.97,1,5,from figure 4c with metaDigitise; F+
LiuQ2022,Daphnia pulex,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,no,NA,no,NA,350,14,NA,4,neonates/adult,,5,88.85,18.41,8.23,1,5,5,8.55,9.2,4.11,1,5,from figure 4c with metaDigitise; F-
LiuQ2022,Daphnia pulex,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,yes,fish conditioned media,yes,kairomone,350,14,NA,8,neonates/adult,kairomone present,5,100.49,11.12,4.97,1,5,5,0,0,0,1,5,from figure 4c with metaDigitise; F+
LiuQ2022,Daphnia pulex,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China), ",,0,0,Chlorella pyrenoidosa,yes,25,no,NA,no,NA,350,14,NA,8,neonates/adult,,5,88.85,18.41,8.23,1,5,5,0,0,0,1,5,from figure 4c with metaDigitise; F-
Wang2023,Daphnia magna,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,144,6,4.08E+06,2.00E+00,offspring/1st brood,,3,12.80,1.50,0.90,5,15,3,13.13,3.05,1.76,5,15,Data extracted from Fig. 1G with metaDigitise
Wang2023,Daphnia magna,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,yes,kairomone,NA,NA,144,6,4.08E+06,2.00E+00,offspring/1st brood,,3,14.66,1.64,0.95,5,15,3,12.76,0.91,0.52,5,15,Data extracted from Fig. 1G with metaDigitise; kairomone present
Wang2023,Daphnia magna,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,NA,NA,NA,NA,144,6,1.22E+07,6.00E+00,offspring/1st brood,,3,12.80,1.50,0.90,5,15,3,11.03,5.92,3.42,5,15,Data extracted from Fig. 1G with metaDigitise
Wang2023,Daphnia magna,PS,0.7000,NA,700.0000,NA,NA,spherical,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,"Tianjin BaseLine ChromTech Research Centre (Tianjin, China) ",,0,0,Scenedesmus obliquus ,yes,20,yes,kairomone,NA,NA,144,6,1.22E+07,6.00E+00,offspring/1st brood,,3,14.66,1.64,0.95,5,15,3,10.23,1.83,1.05,5,15,Data extracted from Fig. 1G with metaDigitise; kairomone present
Magni2022,Daphnia magna,TW,0.8100,2.15E-01,810.0000,2.15E+02,NA,fragments,no,NA,no,no,NA,NA,no,no,no,no,no,NA,NA,NA,Ente Nazionale Italiano di Unificazione (UNI) project of GL14 group (ConfoReach-GVG group) ,ELT-dg rubber granules,0,0,Pseudokirchneriella subcapitata,yes,20,no,NA,no,NA,504,21,NA,100,neonates/adult,,10,87.4,7.6,NA,1,10,10,58.2,26.9,NA,1,10,from text
